"Period","month","completed","Treatment.Function.Code","Total.All"
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_300",1812
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_301",15432
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_320",7351
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_330",8417
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_340",1544
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_400",812
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_410",1163
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_430",464
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_502",11534
"RTT-JANUARY-2022",2022-01-01,"Completed Pathways For Admitted Patients","C_999",229464
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_100",22634
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_110",38072
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_120",9488
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_130",47679
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_140",11041
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_150",2019
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_160",10358
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_170",1727
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_300",1819
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_301",15469
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_320",7803
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_330",8254
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_340",1473
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_400",870
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_410",1084
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_430",493
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_502",12821
"RTT-FEBRUARY-2022",2022-02-01,"Completed Pathways For Admitted Patients","C_999",249831
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_100",26238
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_110",42795
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_120",11025
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_130",54136
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_140",12682
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_150",2120
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_160",11971
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_170",1886
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_300",1966
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_301",17363
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_320",8689
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_330",9505
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_340",1670
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_400",899
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_410",1191
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_430",548
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_502",14919
"RTT-MARCH-2022",2022-03-01,"Completed Pathways For Admitted Patients","C_999",283543
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_100",21652
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_110",35594
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_120",8972
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_130",45881
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_140",10052
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_150",1769
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_160",9729
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_170",1516
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_300",1190
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_301",14229
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_320",7023
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_330",8203
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_340",1411
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_400",714
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_410",1035
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_430",323
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_502",12293
"RTT-APRIL-2022",2022-04-01,"Completed Pathways For Admitted Patients","C_999",234334
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_100",71822
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_110",105265
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_120",77579
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_130",99905
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_140",33632
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_150",6668
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_160",9616
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_170",1302
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_300",15766
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_301",41910
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_320",49948
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_330",71180
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_340",27689
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_400",30822
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_410",28042
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_430",9146
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_502",75820
"RTT-MARCH-2019",2019-03-01,"Completed Pathways For Non-Admitted Patients","C_999",1099469
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_100",69024
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_110",103423
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_120",73232
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_130",95387
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_140",32835
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_150",6185
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_160",9411
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_170",1385
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_300",15021
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_301",41087
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_320",46811
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_330",69489
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_340",27000
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_400",28406
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_410",25795
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_430",9207
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_502",72752
"RTT-APRIL-2019",2019-04-01,"Completed Pathways For Non-Admitted Patients","C_999",1049588
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_100",71311
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_110",109504
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_120",77986
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_130",101069
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_140",33186
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_150",6504
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_160",10649
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_170",1341
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_300",16155
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_301",42905
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_320",50597
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_330",73172
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_340",28428
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_400",28863
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_410",27748
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_430",10014
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_502",75224
"RTT-MAY-2019",2019-05-01,"Completed Pathways For Non-Admitted Patients","C_999",1106072
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_100",68672
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_110",104184
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_120",73888
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_130",97756
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_140",32221
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_150",6269
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_160",9693
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_170",1113
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_300",15490
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_301",41126
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_320",46990
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_330",72911
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_340",27763
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_400",30036
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_410",27243
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_430",9321
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_502",72825
"RTT-JUNE-2019",2019-06-01,"Completed Pathways For Non-Admitted Patients","C_999",1067777
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_100",73965
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_110",117228
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_120",82919
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_130",105854
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_140",34386
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_150",6676
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_160",10975
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_170",1363
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_300",18069
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_301",45743
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_320",52537
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_330",81357
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_340",30586
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_400",32741
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_410",29987
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_430",10363
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_502",80945
"RTT-JULY-2019",2019-07-01,"Completed Pathways For Non-Admitted Patients","C_999",1183062
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_100",63522
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_110",99004
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_120",71089
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_130",93213
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_140",29342
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_150",5563
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_160",9980
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_170",1159
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_300",14905
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_301",38658
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_320",44169
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_330",71523
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_340",25516
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_400",26457
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_410",24415
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_430",8901
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_502",69514
"RTT-AUGUST-2019",2019-08-01,"Completed Pathways For Non-Admitted Patients","C_999",1009995
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_100",67765
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_110",107460
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_120",75670
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_130",100727
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_140",29608
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_150",6520
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_160",10234
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_170",1203
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_300",15128
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_301",42133
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_320",48781
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_330",74894
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_340",28366
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_400",30390
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_410",27146
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_430",9355
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_502",74264
"RTT-SEPTEMBER-2019",2019-09-01,"Completed Pathways For Non-Admitted Patients","C_999",1084745
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_100",76215
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_110",117279
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_120",84970
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_130",108748
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_140",35038
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_150",6963
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_160",10950
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_170",1396
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_300",16618
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_301",46829
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_320",52897
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_330",82771
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_340",30716
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_400",33242
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_410",30662
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_430",10463
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_502",81480
"RTT-OCTOBER-2019",2019-10-01,"Completed Pathways For Non-Admitted Patients","C_999",1201620
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_100",71025
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_110",106550
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_120",77726
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_130",103829
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_140",33108
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_150",6654
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_160",9625
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_170",1263
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_300",15116
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_301",43983
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_320",51304
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_330",77388
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_340",28961
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_400",31974
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_410",29152
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_430",9438
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_502",75398
"RTT-NOVEMBER-2019",2019-11-01,"Completed Pathways For Non-Admitted Patients","C_999",1125304
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_100",61407
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_110",91629
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_120",66278
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_130",87488
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_140",27287
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_150",5719
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_160",8265
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_170",1144
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_300",14001
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_301",37015
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_320",44158
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_330",66344
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_340",24795
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_400",27739
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_410",25151
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_430",7781
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_502",65631
"RTT-DECEMBER-2019",2019-12-01,"Completed Pathways For Non-Admitted Patients","C_999",970822
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_100",71025
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_110",112936
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_120",79311
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_130",104998
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_140",34360
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_150",7297
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_160",10056
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_170",1479
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_300",16642
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_301",44599
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_320",53470
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_330",76738
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_340",30793
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_400",33307
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_410",30256
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_430",9798
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_502",77331
"RTT-JANUARY-2020",2020-01-01,"Completed Pathways For Non-Admitted Patients","C_999",1165380
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_100",64502
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_110",99393
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_120",74326
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_130",97152
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_140",31464
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_150",6219
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_160",9178
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_170",1209
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_300",14859
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_301",40827
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_320",48028
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_330",73622
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_340",28499
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_400",30741
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_410",26779
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_430",8512
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_502",71093
"RTT-FEBRUARY-2020",2020-02-01,"Completed Pathways For Non-Admitted Patients","C_999",1060346
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_100",65486
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_110",100029
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_120",64066
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_130",81106
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_140",26097
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_150",5769
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_160",8107
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_170",1136
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_300",12953
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_301",39675
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_320",46375
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_330",67477
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_340",26108
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_400",28206
